"id";"momentary_wellbeing_angry_ema";"momentary_wellbeing_worried_ema";"momentary_wellbeing_happy_ema";"momentary_wellbeing_sad_ema";"momentary_wellbeing_stressed_ema";"momentary_wellbeing_lonely_ema";"momentary_wellbeing_accepted_ema";"momentary_context_activity_ema";"momentary_context_social_media_ema"
"SP21_NY3P34YLEZ7X";1;3;2;2;2;2;2;"15";NA
"SP21_J43G8PCHAWGA";1;2;1;1;3;3;2;"1";NA
"SP21_J4MVK4OB5PYY";1;1;3;2;1;1;2;"15";NA
"SP21_T8SVTK2SA0AS";2;3;2;2;3;2;3;"15";NA
"SP21_WZSKJ74M4NA3";1;2;2;1;1;1;1;"15";NA
"SP21_K1Z81XWQTLVA";1;4;1;3;3;1;2;"15";NA
"SP21_EFE2ZDUDHVRB";2;1;2;2;2;3;1;"15";NA
"SP21_DPTUBUDT40TJ";1;1;3;1;1;1;4;"15";NA
"SP21_W4OVFTX6CM2U";1;2;2;1;2;1;4;"15";NA
"SP21_D2RA38SV4OD0";4;3;1;3;4;3;1;"19";NA
"SP21_YIF3O7WSPOTZ";1;4;2;2;4;1;2;"5,15";2
"SP21_PXENPATFBZ6U";1;2;1;2;3;2;NA;"15";NA
"SP21_C45K0QV5LP5H";3;4;1;1;4;2;2;"15";NA
"SP21_ZD1LRCO4XZHR";1;3;2;1;3;2;2;"19";NA
"SP21_16GWUE85WC6E";1;1;1;1;1;1;1;"15";NA
"SP21_QAT0M2BV3FBH";1;3;2;1;3;1;3;"1,2";NA
"SP21_K9BF4Y8SLLJJ";1;1;2;1;1;1;2;"15";NA
"SP21_PI51Y9PP2E4R";1;1;4;1;2;2;4;"2";NA
"SP21_IBJI1UV0KHUI";1;2;4;1;3;1;3;"3";NA
"SP21_EA0VR1H25BHP";1;3;1;1;2;2;2;"2,4,12";NA
"SP21_95QQSAR9NDPI";1;2;2;1;2;2;2;"15";NA
"SP21_39PVMQRMDMG0";1;1;2;1;1;1;3;"15";NA
"SP21_LDQC9NWQP587";1;1;2;1;1;2;1;"15";NA
"SP21_T1F9570KVRH4";1;1;3;1;1;1;4;"1";NA
"SP21_DQVDXWN5TLVL";1;1;2;1;1;1;2;"15";NA
"SP21_B86DQ9Y7OEVN";1;1;3;1;3;2;3;"1";NA
"SP21_FY4Y7GVX1G7B";3;3;2;2;3;2;2;"15";NA
"SP21_MFO5K55NX090";1;1;3;1;2;1;4;"15";NA
"SP21_TGMSRJ08HTSP";1;1;2;1;4;1;3;"2,5,9,11";1
"SP21_J48ZQGVGTL5K";1;1;1;1;2;1;2;"1";NA
"SP21_70NWR2DRUO05";2;3;3;2;3;4;2;"5,12,15";3
"SP21_SINKKP3DWUEG";1;3;2;1;4;1;3;"2";NA
"SP21_R9M708LMWM0P";1;3;2;2;4;2;2;"1";NA
"SP21_T4DUCAIHYTNS";1;1;1;1;3;1;NA;"4,5";4
"SP21_MJTEFN8U9829";1;2;2;2;3;2;NA;"5,10,18";3
"SP21_AD54KGXC3V55";1;1;3;1;1;1;1;"19";NA
"SP21_RIBR88KI80I0";1;1;3;1;1;1;4;"15";NA
"SP21_ZZSEHMN6J71L";1;2;3;1;2;1;2;"13,15,18";NA
"SP21_TIDPL96YTG7W";1;2;3;2;3;1;2;"1,5";2
"SP21_9APRBCTV9877";1;4;1;3;4;3;2;"2,3";NA
"SP21_V00SA2JFAM4H";1;2;2;2;2;2;2;"2,18";NA
"SP21_GGK0997MP1ES";1;1;2;1;1;1;1;"15,18";NA
"SP21_2ZH44RFOOFB5";3;3;1;1;3;3;2;"5,9,10,18";3
"SP21_0HR2T7UEC34E";3;4;1;4;4;2;4;"2,10,15";NA
"SP21_UBCGPCWBANTM";1;2;3;1;2;1;3;"1,2,18";NA
"SP21_U3C8Q20SO3C7";1;2;2;4;3;4;2;"1";NA
"SP21_2ITJFPGFG6T2";1;2;3;1;2;1;3;"1";NA
"SP21_6LFZS7BCIE80";1;1;3;1;3;1;NA;"1";NA
"SP21_FE4RV47MP178";1;3;2;1;3;1;3;"15";NA
"SP21_TXO40QXAG54E";1;4;1;1;4;2;2;"2,4,5,12,16,17";1
"SP21_SLOFX5TH5YSI";1;1;2;1;2;2;1;"5,15";3
"SP21_JVNGL6C9Y1IS";1;2;3;2;3;1;2;"2,18";NA
"SP21_GRFO3X0BKNYU";1;1;4;1;2;1;3;"18";NA
"SP21_T86BN70UA9P7";1;1;4;1;1;1;3;"5,10,18";1
"SP21_5MVWYHH93GDA";1;1;3;1;1;1;3;"5,15";1
"SP21_T8PVOC99VJEQ";1;1;2;2;2;1;4;"15";NA
"SP21_31MC4QUGBSRY";1;2;3;1;2;1;2;"2";NA
"SP21_0JO303HITVRY";1;1;2;1;1;1;1;"1";NA
"SP21_ZB3TPQH6NC7B";1;2;3;1;2;2;3;"5,15";1
"SP21_HXCOVRQCL63W";1;1;3;1;1;1;3;"1";NA
"SP21_CAKPDVG41GCO";1;1;1;1;1;1;1;"15";NA
"SP21_LDQJNNSQZSV7";1;1;2;1;1;1;1;"15";NA
"SP21_NG3TGNUQ5AKJ";2;2;2;2;2;2;2;"8,18";NA
"SP21_09ABKJUD9BE3";1;1;1;1;2;1;1;"1";NA
"SP21_MTRWZM3D386J";1;2;1;2;2;1;2;"1,18";NA
"SP21_2ZM1KMP6MAYL";4;4;2;4;4;4;1;"9";NA
"SP21_AR3ZN76R327R";1;1;2;1;1;1;NA;"15";NA
"SP21_LK1WBVRRG1AE";1;2;2;1;2;1;2;"1";NA
"SP21_3RRQH5QM7KTL";1;1;4;1;2;1;4;"2,12";NA
"SP21_VVFRZ4D7M2Y1";1;1;3;1;1;1;4;"1";NA
"SP21_2P5FRYTAJV88";1;1;3;1;2;1;2;"1";NA
"SP21_HLQG12D7POUO";2;2;3;2;2;2;3;"1";NA
"SP21_UFHJR4RWI8OG";3;3;2;2;3;3;3;"1,12";NA
"SP21_QHQI6R9C8S5I";1;1;2;1;1;1;2;"3";NA
"SP21_TCW8XLM38V62";1;1;4;1;1;1;4;"15";NA
"SP21_F3AJDZA06GTA";1;2;1;1;2;2;3;"15";NA
"SP21_QNLY3SCP6YL6";1;1;2;1;1;1;3;"1,2";NA
"SP21_S60773UKJ306";1;1;1;1;1;1;1;"1";NA
"SP21_G4H4613RX3IC";1;2;2;1;3;1;3;"2,18";NA
"SP21_DXTBC79FX83T";1;1;1;1;1;1;1;"2,10";NA
"SP21_FBI82KQ3HL5O";1;1;2;1;1;1;2;"2,13";NA
"SP21_BC2EDMOMMU76";1;1;2;1;2;2;2;"4,5";1
"SP21_G2RVVUDMQB33";1;2;4;1;3;1;3;"18";NA
"SP21_1LBWWW6QYQG0";1;2;2;1;2;2;2;"1,5";1
"SP21_Y3DLBTXL7UZY";1;2;2;1;3;1;2;"2,18";NA
"SP21_1T1NP46GXVP8";1;1;3;1;3;1;4;"1";NA
"SP21_1RT60UUX4PC3";2;1;2;2;3;3;1;"1,10,14";NA
"SP21_OAZRT9ZD3A39";1;1;2;1;1;1;3;"15";NA
"SP21_67Q3H268B578";1;1;2;1;2;1;2;"1,5";2
"SP21_JQ95JWXK0E2A";1;1;1;1;1;1;2;"1,2,18";NA
"SP21_ML3OOSF0LBEZ";1;2;1;1;2;2;2;"1";NA
"SP21_P76UMOQEUN4Y";1;2;2;1;3;1;2;"15";NA
"SP21_T1OGFW8XZCMI";1;2;2;2;3;1;4;"1,5,12,18";1
"SP21_FRXDXJ5WTF6B";1;2;2;1;2;1;2;"5,6,18";2
"SP21_ZJ2PHKPOJA2P";1;2;4;1;2;1;4;"2,4,6,9,18";NA
"SP21_ALSZ0CYMBS2T";1;1;2;1;2;2;3;"1,2";NA
"SP21_U4OWR44T3PGH";1;2;2;1;4;1;2;"19";NA
"SP21_DUHWQB8RZK23";1;1;2;1;2;1;2;"19";NA
"SP21_U7FHG36W4KKN";1;1;3;1;1;1;3;"12";NA
"SP21_SQ7YPZZOUE1T";1;2;3;1;2;2;2;"5,18";3
"SP21_82776N17CQVZ";1;2;3;2;2;4;4;"10,15";NA
"SP21_DNE4791KJWY2";1;2;2;2;3;2;2;"2";NA
"SP21_BXK9BIWM4F7P";1;2;2;2;2;3;2;"1";NA
"SP21_PJRXREONPN3P";1;1;1;1;1;1;2;"1";NA
"SP21_NS1C7LTYSAV8";1;2;2;1;3;1;3;"1,2";NA
"SP21_TGYXTEEU75NN";1;1;3;1;3;1;1;"1,2";NA
"SP21_JBUKTPSQ3QPH";1;3;2;2;2;2;2;"1";NA
"SP21_MDQG717NINPY";1;2;3;1;4;1;2;"1,13";NA
"SP21_IJBKRWK1H2GE";1;1;2;2;2;2;2;"1,5";3
"SP21_L93ZUHQJ2FTT";4;3;1;2;3;3;4;"3";NA
"SP21_BBFPR6H4BKHN";1;2;4;1;2;1;1;"7,15,18";NA
"SP21_H3Q3YZ876T45";1;1;3;2;3;3;NA;"2,4,5,18";1
"SP21_OZOZBPGPHNFJ";1;2;4;1;1;1;4;"18";NA
"SP21_9D9OA2C9TM5B";1;1;1;1;2;2;1;"2";NA
"SP21_PI51Y9PP2E4R";1;1;4;1;1;1;4;"6";NA
"SP21_GTCIE2INGMRL";1;1;4;1;1;1;3;"2,10";NA
"SP21_EA0VR1H25BHP";3;2;1;1;2;2;1;"4,12";NA
"SP21_PS2X03S1WKDR";4;4;2;3;4;4;2;"1";NA
"SP21_WCU2FS1X6T33";1;2;1;1;3;1;2;"1";NA
"SP21_CAB5QWEHD37H";1;1;4;1;1;1;4;"15";NA
"SP21_3V1CS5DYEYAD";2;4;2;3;4;4;1;"2,18";NA
"SP21_EGUTKDM1DYWY";1;1;3;1;3;1;4;"1,2,3";NA
"SP21_FAH8XLXTICN5";1;2;3;1;3;2;2;"1";NA
"SP21_KB9MM9XUR781";1;2;2;3;2;3;2;"1";NA
"SP21_3MP9JPYSSGMA";1;1;2;1;3;3;2;"15";NA
"SP21_A8C7AL5H9W96";1;1;1;1;2;1;2;"1,2,4,5";1
"SP21_YYVO4SET3V7B";1;1;4;1;2;1;4;"2";NA
"SP21_WW9UNRMCJ39X";1;1;4;1;1;1;4;"18";NA
"SP21_UWY2NN2IT75L";1;2;2;1;2;1;2;"10,18";NA
"SP21_A81N21ZEJ2YL";1;1;3;1;3;1;NA;"2,15";NA
"SP21_G7T00HKVKNKM";1;1;2;1;1;2;2;"8,18";NA
"SP21_A2ELKPM8YUXI";1;2;2;3;3;1;3;"4,5,15";4
"SP21_OC7LO8PUVWIN";1;1;4;1;1;1;4;"15";NA
"SP21_J09QA4K2KB01";1;2;3;1;3;2;2;"2";NA
"SP21_N19CO53FLXWZ";1;3;2;2;3;2;2;"1";NA
"SP21_2YH2ES217IKB";1;1;3;1;1;1;4;"2";NA
"SP21_GXA27XZ2WCPZ";1;1;2;1;2;1;NA;"4,18";NA
"SP21_IVF2WZQVJ6Y4";2;4;2;2;4;2;2;"1";NA
"SP21_A9511MOBU8NK";1;2;2;1;2;1;2;"10,13,19";NA
"SP21_086B9R718OS1";1;1;2;1;2;2;1;"15";NA
"SP21_1YA751JMZLMM";1;2;2;1;3;1;3;"1";NA
"SP21_60GPFM515C8S";1;2;2;1;2;1;3;"15";NA
"SP21_Y67DOLPSNV3T";1;1;3;1;2;1;4;"1,2";NA
"SP21_RPGIVQO7J7MM";1;1;1;1;3;2;1;"1";NA
"SP21_L0QZDLC6LO7D";1;1;4;1;2;1;4;"2,5,7,11";1
"SP21_BK04TJ7GGV0A";1;3;2;1;3;1;4;"11";NA
"SP21_CRHKM9MGPWDV";1;3;4;1;2;2;3;"1,2,11";NA
"SP21_UV2KF78OFCUT";1;2;4;1;2;1;3;"1";NA
"SP21_I7Q1RLIZBE9C";1;4;3;1;4;1;4;"2,6,12,18";NA
"SP21_P3DXI3YKO47G";1;3;4;1;3;1;4;"1";NA
"SP21_RALP7ZMXC1W0";1;1;4;1;2;1;4;"9";NA
"SP21_Q08Y0XIT24R9";1;1;2;2;3;1;2;"1";NA
"SP21_2N7HH65GIUGL";1;3;1;1;3;1;1;"1,2,15";NA
"SP21_SINKKP3DWUEG";1;3;3;1;4;1;4;"2";NA
"SP21_6MGUV5IZGZSV";1;2;2;1;3;2;3;"1";NA
"SP21_3ACCIPB5ZRO9";1;4;2;1;4;2;2;"1";NA
"SP21_O3B96J67FDFO";1;4;3;2;4;3;3;"1";NA
"SP21_L5YQHZPTZK4K";1;2;3;1;3;2;3;"1,18";NA
"SP21_VL4L6I1KAMI1";1;1;3;2;2;1;4;"2,18";NA
"SP21_RQXST0TCHYXT";1;2;2;2;3;1;3;"2";NA
"SP21_GWOQRIO47P30";3;4;4;3;3;3;2;"9,11";NA
"SP21_ADTQ20ER59LY";NA;NA;NA;NA;NA;NA;NA;NA;NA
"SP21_UFCEYALN46L7";1;2;2;1;2;3;1;"1,2,12";NA
"SP21_7YTE2D1X8ZUA";1;2;2;2;2;1;3;"2,4,5,9,18";1
"SP21_DTYNCUX4TP4S";1;2;2;1;2;1;3;"2";NA
"SP21_E6EVXRQPQIOY";1;2;4;1;3;2;4;"5,10,18";3
"SP21_39PVMQRMDMG0";1;2;2;1;3;1;3;"18";NA
"SP21_FU0X1ERY6FNI";2;3;2;2;4;2;2;"2";NA
"SP21_HFZCJBRVHHPL";1;4;2;1;3;2;2;"2";NA
"SP21_T32CLZDUVFGT";1;1;2;1;2;1;3;"10";NA
"SP21_4SQHRVKC10PJ";2;2;2;2;4;4;1;"2";NA
"SP21_VV8FP776F0HF";1;1;3;1;2;1;2;"1";NA
"SP21_XNI8EBT0GE7S";1;1;4;1;2;1;4;"5,8,10,11";2
"SP21_AKF3W3KZOGPD";3;3;2;2;4;1;2;"1";NA
"SP21_95QQSAR9NDPI";1;2;2;1;2;1;2;"2,5,18";1
"SP21_WZSKJ74M4NA3";1;2;2;1;2;1;1;"1";NA
"SP21_5E9EOG72K12W";1;1;3;1;2;1;4;"2,6,18";NA
"SP21_B9NLNDCPP482";1;2;2;1;2;1;NA;"2,7,9,18";NA
"SP21_YXY6HYDMI2LR";2;2;2;3;2;3;2;"2";NA
"SP21_1LZKRY7UB9E8";1;1;2;1;2;2;4;"2,12";NA
"SP21_JSLVMPNZY66J";2;4;1;3;4;2;1;"15";NA
"SP21_MNC9LTDBM34D";1;1;2;1;1;1;2;"5";3
"SP21_MJCKZ08D81JW";1;3;2;1;4;1;4;"1";NA
"SP21_W4OVFTX6CM2U";1;2;2;1;2;1;4;"2,7";NA
"SP21_S7B393BF69UF";1;2;3;2;1;3;2;"2";NA
"SP21_BJFHB8YP5CSI";1;2;2;1;2;1;3;"15";NA
"SP21_92IYM16WBWP7";1;1;3;1;2;1;3;"1,2";NA
"SP21_D70ZBOK0W918";1;1;2;1;1;1;2;"2";NA
"SP21_IBJI1UV0KHUI";1;4;3;1;4;1;3;"2";NA
"SP21_DN94U0QZ4VK9";1;1;1;1;2;1;1;"1";NA
"SP21_USHUTM7IJSC9";3;2;1;2;2;2;2;"2";NA
"SP21_TUK5W3WDCZSY";1;2;2;1;2;3;3;"4,5,12";3
"SP21_1FWU7A7DRYJ3";2;2;2;2;3;1;3;"7,19";NA
"SP21_416NN3LO2CRJ";2;4;1;4;4;2;2;"2,5";1
"SP21_ZD1LRCO4XZHR";1;1;2;2;2;1;3;"2";NA
"SP21_J4E84Q8KDFHR";1;2;3;1;4;1;4;"15";NA
"SP21_T8V955FJBXJ7";1;1;2;1;2;1;3;"19";NA
"SP21_HSVPP8SYOS5R";1;2;2;2;4;2;2;"1,6";NA
"SP21_SPCP17FEO1HC";1;1;1;1;1;4;1;"1";NA
"SP21_4BCWSDRRDVUF";1;1;1;1;1;1;1;"15";NA
"SP21_K7TWPUVIKDAV";1;2;2;1;2;1;2;"1,10,18";NA
"SP21_KHAXHLF1T925";1;1;3;2;2;3;2;"15";NA
"SP21_6LL9SUWE18LD";1;2;2;1;2;3;2;"1";NA
"SP21_SILLXGG57DN0";1;1;3;1;2;2;3;"15";NA
"SP21_P3CLC02K5N4N";1;2;3;2;2;1;4;"1,9";NA
"SP21_4HH5H7HXQI0I";1;1;2;1;1;1;4;"1,2";NA
"SP21_KNITJUY86TOO";1;2;4;2;3;2;4;"1";NA
"SP21_Z6J5J0ANQBMY";1;3;2;1;3;1;2;"2";NA
"SP21_BNSH1AK7FE48";1;1;3;1;3;1;3;"1,12";NA
"SP21_V2QZGXSUQ1OW";1;1;2;1;1;3;2;"1,5";3
"SP21_Z0K01I3MZ5VK";1;1;3;1;2;1;4;"1";NA
"SP21_84LQUZ2ZFBTR";1;1;2;2;3;1;2;"1";NA
"SP21_ZPD9I47WKJRJ";1;2;3;1;2;1;2;"2,7";NA
"SP21_ZQPPC2CD3ZZF";1;2;3;2;2;2;3;"2,4,15";NA
"SP21_5TPCSL74RK56";2;1;2;2;1;2;1;"18";NA
"SP21_PGC0KDBY5TSC";1;1;2;1;1;1;2;"1,4,5";2
"SP21_RXTB6M0PYJ3P";1;1;4;1;1;1;4;"1,7";NA
"SP21_217G97JE6WLO";1;1;2;1;2;1;3;"1";NA
"SP21_K9164EOQQ3NS";1;1;1;1;1;1;3;"8";NA
"SP21_1LJ1HP2RKIQ4";1;2;2;1;3;2;NA;"1,12,15";NA
"SP21_2Y3T6OLEU0P1";2;2;2;3;3;2;3;"1,2,4,5,18";1
"SP21_M3ROEZAKOV37";1;1;3;1;2;1;4;"8";NA
"SP21_NSCTYA7WGZ5H";1;1;4;1;1;1;3;"5,6,9,12,18";1
"SP21_YWN47G501R9B";1;1;2;2;4;1;2;"2,9";NA
"SP21_9H9FLYHDQ086";1;1;3;1;1;1;2;"1,18";NA
"SP21_7K517E1VWP4S";1;1;2;1;2;1;2;"1,3";NA
"SP21_16GWUE85WC6E";1;1;1;1;1;1;1;"2";NA
"SP21_TUQ3XD0Z34JH";1;2;3;1;1;1;NA;"1";NA
"SP21_KF6UDTFHP7LX";1;3;2;4;4;4;3;"1,12";NA
"SP21_WDCOAAUWU0H4";1;1;1;1;3;1;4;"2";NA
"SP21_NYH4CK3TBD1X";1;2;2;2;2;1;3;"1,18";NA
"SP21_ZAHA6CLYYF8Q";1;1;2;1;2;1;2;"1,18";NA
"SP21_5XGZI4S30EIX";1;2;2;2;3;2;2;"2,4,5,11";1
"SP21_8MI1673XU7RF";1;1;3;1;2;1;2;"1";NA
"SP21_US7OD9LZK9UA";1;1;3;1;1;1;1;"2,5,7,10,11,18";1
"SP21_TNPXVW3WBSMG";1;2;3;2;3;2;2;"2,6,12,18";NA
"SP21_D2RA38SV4OD0";4;3;2;3;3;2;2;"13";NA
"SP21_BJUH2LRYGP04";1;1;1;1;2;1;2;"15";NA
"SP21_PLQARE8HNF77";1;2;2;1;2;2;2;"1";NA
"SP21_TZJ9DOLEWDUG";1;2;3;1;3;1;3;"5,9";2
"SP21_K9BF4Y8SLLJJ";1;1;3;1;1;1;2;"1,2,5";4
"SP21_ORHI8CHVNACN";1;1;3;1;1;1;4;"2,6";NA
"SP21_V4MG9V0NEVRA";1;1;3;1;1;1;4;"2,19";NA
"SP21_J43G8PCHAWGA";1;2;2;3;2;3;1;"2,18";NA
"SP21_GKOKQ560CL8G";1;1;3;1;4;2;3;"2,5";1
"SP21_LORU74YCSUWX";1;2;4;1;3;1;4;"2,5,6,19";1
"SP21_TX3AYZ3B9BQQ";1;2;2;2;3;2;2;"15";NA
"SP21_CFQWKYNH6YF7";1;3;1;1;3;1;2;"2,3";NA
"SP21_V5VQ73GYT7GD";1;1;4;1;1;1;4;"2,5,7,18";1
"SP21_IR7T1S8PL7L0";1;1;1;1;2;2;1;"15";NA
"SP21_C9W0GD55TORF";2;2;2;2;2;2;2;"18,19";NA
"SP21_T95F4IJ7EBIF";1;2;3;1;2;1;NA;"5,15";1
"SP21_DQZCTTUSHHIG";1;2;2;1;3;1;2;"1,2";NA
"SP21_92BLVRQG7Z9K";1;2;3;1;2;1;3;"2,6";NA
"SP21_FJ5J45TJY7UR";2;2;2;3;3;2;1;"5,15";4
"SP21_0JTS0IYQ6GEL";1;1;3;1;1;1;4;"8,12";NA
"SP21_MJ07KQC3GZ5H";1;2;2;1;2;1;2;"1,15";NA
"SP21_N8LBLN1YKE7K";1;4;1;1;4;1;1;"7";NA
"SP21_EFE2ZDUDHVRB";1;2;1;2;1;4;1;"8";NA
"SP21_0TBDDZH4PO3H";1;2;2;1;3;1;2;"15";NA
"SP21_DQDOTWVK2GKE";1;2;3;1;3;1;4;"2,9,10,12,18";NA
"SP21_78D23YJJ5NF3";1;1;4;1;3;1;4;"2";NA
"SP21_DJJNDIXTZ2E2";3;3;3;2;4;2;4;"1";NA
"SP21_WQQ0HU2XUZH6";1;2;2;1;2;2;2;"2";NA
"SP21_HVH0DQ8802K5";1;1;2;1;2;1;2;"1,15";NA
"SP21_R77KHXOQ701I";1;1;2;1;3;1;3;"1";NA
"SP21_Y7R6CO97OKEN";1;1;1;1;2;1;2;"1,2";NA
"SP21_4Q0Q90270124";1;1;4;1;2;1;3;"1,5,9,18";1
"SP21_R0B7T8PTH633";1;2;2;2;2;2;1;"2";NA
"SP21_CUSVAKZ0S1K0";1;3;3;2;4;2;3;"2,5,7";1
"SP21_OVPOEQ43LG4N";1;1;3;2;3;2;2;"1,2,12";NA
"SP21_D2KOE049XB40";1;1;2;1;1;1;4;"9";NA
"SP21_PEGB83CZECRZ";1;1;2;1;1;1;NA;"1,4,10,18";NA
"SP21_NC0IL24TXU5O";1;1;4;1;3;1;4;"2,5,7,8,18";1
"SP21_W42UR9I2VDY1";1;1;4;1;1;1;NA;"10,15,18";NA
"SP21_G18A1XF9DIJ5";1;1;4;1;1;1;4;"2";NA
"SP21_BS6N4WC8YKZ2";1;3;2;3;2;1;4;"15,18";NA
"SP21_C7SBJ1DJ1QXJ";1;2;2;1;3;1;2;"1,2";NA
"SP21_1U5DI28TEKEA";1;2;1;1;3;1;1;"2";NA
"SP21_4VDOHZF52UJM";3;3;1;3;4;4;2;"1";NA
"SP21_4DK80PPSD5P4";1;1;3;1;1;2;4;"1";NA
"SP21_JPBL5OEDL4ES";1;3;2;2;3;2;2;"1,5";1
"SP21_7N614XALQSH4";1;2;3;1;3;1;3;"9,18";NA
"SP21_X7IKD292G2AD";1;1;2;1;1;1;1;"7,19";NA
"SP21_2KHQ4HZTY0G7";4;2;2;3;4;2;1;"15";NA
"SP21_N8A25IHQ45KH";1;1;1;1;1;1;3;"19";NA
"SP21_LDQC9NWQP587";1;1;3;1;1;3;1;"18";NA
"SP21_SC1Q9U9EWZKY";1;2;2;2;2;4;2;"2,18";NA
"SP21_PC2209H6UI16";1;3;4;1;3;1;3;"2,4,5,10,12,15,18";2
"SP21_NFR32LWS8QV5";3;3;2;3;4;4;2;NA;NA
"SP21_CL4I96HAF9Y5";1;1;4;1;2;1;4;"1,2";NA
"SP21_A25ERXMT0UZ6";1;1;3;1;1;3;2;"8";NA
"SP21_SHMSJQXR4AX4";1;2;2;2;3;2;2;"1";NA
"SP21_MJTEFN8U9829";1;2;2;1;2;2;NA;"2";NA
"SP21_C45K0QV5LP5H";2;4;2;2;4;2;2;"15";NA
"SP21_4GKGXGORMJM2";1;1;4;1;1;1;3;"1,6";NA
"SP21_PXENPATFBZ6U";1;3;1;2;4;1;1;"2";NA
"SP21_8P6681JVOVXD";1;2;3;1;4;2;NA;"1,2";NA
"SP21_KMI9TBUYLS1E";1;2;3;1;3;1;3;"1,2";NA
"SP21_HECNZ1BSO9CC";1;1;1;1;2;4;1;"15";NA
"SP21_5QSVDXVDTFSV";2;2;2;2;2;2;2;"1,4,5";4
"SP21_FCXSBDL7P0W4";2;2;3;2;3;2;3;"1,2,18";NA
"SP21_8M5IHL50M23F";1;1;2;2;2;2;1;"4,5,15";3
"SP21_S28M7P4V9F7N";1;2;2;1;3;1;2;"15";NA
"SP21_PKDMR3C7OO0Z";1;2;2;1;3;1;NA;"1,5";2
"SP21_CR9826F02UNT";1;1;2;1;1;1;2;"3";NA
"SP21_GU026CHUFVNS";1;2;2;2;4;1;1;"1,2";NA
"SP21_V9ZIJJF7W535";1;1;3;1;1;2;2;"13";NA
"SP21_74NMPN2WTOPV";2;1;1;1;3;2;1;"2,5";2
"SP21_C6CPZRSA65CZ";3;2;3;3;3;4;3;"3";NA
"SP21_148IQRCZFXKS";2;3;1;1;2;2;2;"1";NA
"SP21_G81W9FUKE87N";1;2;2;1;2;1;1;"1,5";1
"SP21_I5V52FO78AUR";1;1;4;1;2;1;4;"15";NA
"SP21_VW39WAH8Y7M4";1;1;2;1;3;1;3;"1,2";NA
"SP21_2IIQKZ1212D7";1;4;1;1;3;1;NA;"1,13,15";NA
"SP21_A62VFXZ7BV12";1;1;3;1;1;1;3;"1,5";2
"SP21_JLATVBCGMBE4";1;1;2;1;3;1;3;"1";NA
"SP21_N0NFGKGV1LXQ";1;2;1;1;2;1;1;"4,5,9,15";4
"SP21_U9OSZ9MFM8FS";1;1;1;1;1;1;1;"2,4,5";1
"SP21_M4TKV4EY52J3";1;3;2;2;4;2;1;"5";3
"SP21_FA8Y1PFNTK1W";1;1;2;1;2;1;3;"1";NA
"SP21_RVLNPTGUOR8Y";1;2;3;1;2;1;2;"2,4";NA
"SP21_VDHTZI8SUQ30";1;2;3;1;2;1;3;"18";NA
"SP21_BDX6SM1ZZFFF";1;2;2;2;2;1;2;"6,14";NA
"SP21_4S880MUO0B7P";2;4;1;3;4;2;4;"4,19";NA
"SP21_PJMSXO0B00VR";1;1;2;1;2;2;2;"15";NA
"SP21_COCUHH5R79RF";1;3;3;1;4;1;4;"1,18";NA
"SP21_RCS8N68FB0IM";1;2;2;2;2;2;2;"7,15";NA
"SP21_CVC8O2XO3PZS";1;1;1;2;3;2;3;"1,2,5";2
"SP21_FLYFMQBSIB6Z";1;1;1;1;2;2;2;"1,6";NA
"SP21_AVSPQSO8IA6L";1;1;4;1;1;1;4;"15";NA
"SP21_6PRQ70NDQ9ZA";1;2;1;2;4;2;2;"15";NA
"SP21_M0GUY69WLHAQ";1;2;2;1;2;1;4;"1";NA
"SP21_A4ED919V5VG6";1;1;4;2;3;1;4;"5,9,18";1
"SP21_PSCJ8VGCBUJ8";1;1;3;1;1;1;3;"5,18";3
"SP21_EU9M62QH46FK";4;4;1;4;4;1;4;"19";NA
"SP21_SAYIWUIDEYYI";1;2;2;2;3;1;2;"2,18";NA
"SP21_X7XKKMS5TK9I";1;3;1;2;3;2;1;"2,12,15,18";NA
"SP21_B86DQ9Y7OEVN";1;1;3;1;2;2;2;"1,5";4
"SP21_WI2UOX4ZSGBB";1;1;1;1;1;1;1;"4,18,19";NA
"SP21_KXU0YHCL4C2Y";1;1;3;1;2;1;4;"2,4,5,15";2
"SP21_T1F9570KVRH4";1;1;3;1;1;1;4;"5,7";1
"SP21_XFY4VPFX3K80";1;1;3;1;2;3;2;"1,2";NA
"SP21_TP8PWDIP1B79";1;1;4;1;2;1;4;"2";NA
"SP21_2SKS9TF54SGH";1;2;2;1;2;2;3;"2";NA
"SP21_0OEWUCMBK6C6";1;2;4;1;2;1;4;"15";NA
"SP21_ZM2CLQBFO53F";1;2;1;2;3;2;1;"15";NA
"SP21_1JSVV3FCKRB1";1;3;2;2;4;2;2;"1";NA
"SP21_XIORBBDJ8IW3";1;1;2;1;3;1;2;"15";NA
"SP21_WEX1PH5G1P8S";2;2;2;3;3;3;2;"5,15";4
"SP21_QGBV2WQ5Z3N3";1;4;2;2;4;2;2;"15";NA
"SP21_VSMF2EKY1OMT";1;1;4;1;1;1;4;"1,6,18";NA
"SP21_215AWMHQR8TX";1;1;3;1;2;2;3;"1,2";NA
"SP21_4Y30I2D9RMVB";1;2;3;1;2;2;2;"1";NA
"SP21_FRALBZ6PJZWP";1;1;3;1;2;2;3;"1";NA
